"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"Z8ZDUYEA","journalArticle","2013","Scanlon, Geraldine; Barnes-Holmes, Yvonne","Changing attitudes: Supporting teachers in effectively including students with emotional and behavioural difficulties in mainstream education","Emotional & Behavioural Difficulties","","1363-2752","10.1080/13632752.2013.769710","http://search.ebscohost.com/login.aspx?direct=true&db=psyh&AN=2013-36476-004&site=ehost-live","Pupils with emotional and behavioural difficulties (EBD) are often considered the most challenging group to manage within mainstream education. The challenges perceived by teachers may be due, in part, to negative attitudes towards this cohort of pupils, which may exacerbate feelings of inadequacy and impact negatively upon direct interactions with pupils. The current study comprised a combination of implicit (i.e. the Implicit Relational Assessment Procedure, IRAP) and explicit (The Opinions Relative to Mainstreaming Scale, ORMS) technologies to assess the attitudes of teachers (N = 25) and teachers in training (N = 20) towards pupils with EBD. When these attitudes proved to be negative (relative to typically developing pupils), the utility of a combined behaviour intervention (BI) and stress-management intervention (SMI), in conjunction with a series of pre and post measures, was examined. The IRAP results for teachers indicated that the SMI enhanced their implicit positivity towards pupils with EBD (EBD PUPIL) to a considerable extent (0.025-0.175), and this was greater than the impact recorded with the BI. The teachers in training showed implicit negativity towards EBD PUPIL (0.13) and this decreased, albeit marginally, at post-BI (0.05) and post-SMI (0.06). Significant differences were recorded in teachers’ general attitudes towards inclusion (p < 0.001) and efficacy (p < 0.008). Significant effects were recorded for teachers in training in relation to their attitudes towards having a child with EBD and having a previously excluded child with EBD in their classrooms (all ps < 0.001). For this latter group, reductions were also recorded in their levels of depression, anxiety and stress (p < 0.001) and there was an increase in their psychological flexibility (p < 0.001). The current results indicate that a range of positive implicit and explicit outcomes was associated with the current BI and SMI package in terms of fostering more effective inclusion of pupils with EBD in mainstream education. (PsycINFO Database Record (c) 2017 APA, all rights reserved)","2013-12","2018-12-23 11:59:18","2018-12-23 11:59:18","","374-395","","4","18","","Emotional & Behavioural Difficulties","","","","","","","","","","","psyh","2013-36476-004","EBSCOhost","","","","/Users/Ian/Zotero Data/storage/MCZF2J3N/Scanlon and Barnes-Holmes - 2013 - Changing attitudes Supporting teachers in effecti.pdf","","behavior intervention; Behavior Problems; behavioral difficulties; emotional difficulties; Emotional States; Intervention; mainstream education; Stress Management; stress management intervention; Teacher Attitudes; teachers attitude","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4FI2SPK9","journalArticle","2017","De Raedt, Rudi; Remue, Jonathan; Loeys, Tom; Hooley, Jill M.; Baeken, Chris","The effect of transcranial direct current stimulation of the prefrontal cortex on implicit self-esteem is mediated by rumination after criticism","Behaviour Research and Therapy","","0005-7967","10.1016/j.brat.2017.10.009","http://search.ebscohost.com/login.aspx?direct=true&db=psyh&AN=2017-50563-017&site=ehost-live","It has been proposed that a crucial link between cognitive (i.e., self-schemas) and biological vulnerability is prefrontal control. This is because decreased control leads to impaired ability to inhibit ruminative thinking after the activation of negative self-schemas. However, current evidence is mainly correlational. In the current experimental study we tested whether the effect of neurostimulation of the dorsolateral prefrontal cortex (DLPFC) on self-esteem is mediated by momentary ruminative self-referential thinking (MRST) after the induction of negative self-schemas by criticism. We used a single, sham-controlled crossover session of anodal transcranial Direct Current Stimulation (tDCS) applied to the left DLPFC (cathode over the right supraorbital region) in healthy female individuals. After receiving tDCS/sham stimulation, we measured MRST and exposed the participants to critical audio scripts, followed by another MRST measurement. Subsequently, all participants completed two Implicit Relational Assessment Procedures to implicitly measure actual and ideal self-esteem. Our behavioral data indicated a significant decrease in MRST after real but not sham tDCS. Moreover, although there was no immediate effect of tDCS on implicit self-esteem, an indirect effect was found through double mediation, with the difference in MRST from baseline to after stimulation and from baseline to after criticism as our two mediators. The larger the decrease of criticism induced MRST after real tDCS, the higher the level of actual self-esteem. Our results show that tDCS can influence cognitive processes such as rumination, and subsequently self-esteem, but only after the activation of negative self-schemas. Rumination and negative self-esteem characterize different forms of psychopathology, and these data expand our knowledge of the role of the prefrontal cortex in controlling these self-referential processes, and the mechanisms of action of tDCS. (PsycINFO Database Record (c) 2017 APA, all rights reserved)","2017-12","2018-12-23 11:59:18","2018-12-23 11:59:18","","138-146","","","99","","Behaviour Research and Therapy","","","","","","","","","","","psyh","2017-50563-017","EBSCOhost","","","","/Users/Ian/Zotero Data/storage/DQXUMS4I/De Raedt et al. - 2017 - The effect of transcranial direct current stimulat.pdf","","Criticism; DLPFC; Implicit; IRAP; Prefrontal Cortex; Rumination; Rumination (Cognitive Process); Self-esteem; Self-Esteem; tDCS; Transcranial Magnetic Stimulation; Treatment Outcomes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YEXRX6GG","journalArticle","2015","Dimaro, Lian V.; Roberts, Nicole A.; Moghaddam, Nima G.; Dawson, David L.; Brown, Ian; Reuber, Markus","Implicit and explicit self-esteem discrepancies in people with psychogenic nonepileptic seizures","Epilepsy & Behavior","","1525-5050","10.1016/j.yebeh.2015.03.032","http://search.ebscohost.com/login.aspx?direct=true&db=psyh&AN=2015-26436-029&site=ehost-live","Purpose: Self-esteem (SE), or one's sense of competence and worth, is reduced in many mental and physical disorders. Low SE is associated with perceived stigma and disability and poor treatment outcomes. The present study examined implicit and explicit SE (automatic and deliberate views about the self) in people with epilepsy and people with psychogenic nonepileptic seizures (PNESs). Discrepancies between implicit SE and explicit SE have been found to correlate with psychological distress in disorders often associated with PNESs but are relatively unexplored in PNESs. We hypothesized that, compared with epilepsy, PNESs would be associated with lower self-reported SE and greater discrepancies between implicit SE and explicit SE. Methods: Thirty adults with PNESs, 25 adults with epilepsy, and 31 controls without a history of seizures were asked to complete the Rosenberg Self-esteem Scale as a measure of explicit SE and an Implicit Relational Assessment Procedure as a measure of implicit SE. The State–Trait Anxiety Inventory and Patient Health Questionnaire—15 (a somatic symptom inventory) were also administered. Results: We found significant group differences in explicit (p < 0.001) but not implicit SE. Patients with PNESs reported lower SE than the other groups. No group differences were found in implicit SE. Implicit–explicit SE discrepancies were larger in the group with PNESs than in the other groups (p < 0.001). Higher frequency of PNESs (but not epileptic seizures) was associated with lower explicit SE (rs = −.83, p < 0.01) and greater SE discrepancies (i.e., lower explicit relative to implicit SE; rs = .65, p < 0.01). These relationships remained significant when controlling for anxiety and somatization. Conclusion: Patients with PNESs had lower explicit SE than those with epilepsy or healthy controls. In keeping with our expectations, there were greater discrepancies between implicit SE and explicit SE among patients with PNESs than in the other groups. Our results, including the strong relationship between PNES frequency, anxiety, and explicit–implicit SE discrepancies, support the interpretation that PNESs serve to reduce cognitive dissonance, perhaps protecting patients' implicit SE. (PsycINFO Database Record (c) 2017 APA, all rights reserved)","2015-05","2018-12-23 11:59:18","2018-12-23 11:59:18","","109-117","","","46","","Epilepsy & Behavior","","","","","","","","","","","psyh","2015-26436-029","EBSCOhost","","","","/Users/Ian/Zotero Data/storage/PJ5RS485/Dimaro et al. - 2015 - Implicit and explicit self-esteem discrepancies in.pdf","","Adult; Anxiety; Cognition; Competence; Epilepsy; Female; Humans; Implicit; IRAP; Male; Middle Aged; Nonepileptic; Psychogenic; Seizures; Self Concept; Self-esteem; Self-Esteem; Somatoform Disorders; Stigma; Treatment Outcomes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IRSCCDKL","journalArticle","2013","Kelly, Amanda; Barnes-Holmes, Dermot","Implicit attitudes towards children with autism versus normally developing children as predictors of professional burnout and psychopathology","Research in Developmental Disabilities","","0891-4222","10.1016/j.ridd.2012.07.018","http://search.ebscohost.com/login.aspx?direct=true&db=psyh&AN=2012-32676-003&site=ehost-live","Tutors trained in applied behaviour analysis (n = 16) and mainstream school teachers (n = 16) were exposed to an Implicit Relational Assessment Procedure (IRAP) designed to assess implicit attitudes towards individuals with autism versus normally developing individuals. Participants also completed a range of explicit measures, including measures of professional burnout and psychopathology. All participants produced more negative biases towards children with autism compared to children who were normally developing. Increased negativity towards autism on the IRAP predicted similar attitudes on some of the explicit measures and also correlated with increased levels of self-reported psychopathology and professional burnout for the tutors working with children with autism. Results suggest that implicit measures of attitudes may provide a marker for professional burnout. (PsycINFO Database Record (c) 2016 APA, all rights reserved)","2013-01","2018-12-23 11:59:18","2018-12-23 11:59:18","","17-28","","1","34","","Research in Developmental Disabilities","","","","","","","","","","","psyh","2012-32676-003","EBSCOhost","","","","/Users/Ian/Zotero Data/storage/P53V6A9T/Kelly and Barnes-Holmes - 2013 - Implicit attitudes towards children with autism ve.pdf","","Adolescent; Adult; applied behavior analysis; Attitude; autism; Autism Spectrum Disorders; Autistic Disorder; Behavioral Assessment; Burnout, Professional; Child; Child Development; Emotions; Faculty; Female; Humans; Implicit Attitudes; mainstreaming; Mainstreaming (Educational); Male; Negativism; Occupational Stress; Predictive Value of Tests; professional burnout; psychopathology; Psychopathology; self report; Self-Report; Teacher Attitudes; teachers implicit attitudes; Young Adult","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YSEQIUSR","journalArticle","2012","Nicholson, Emma; Barnes-Holmes, Dermot","Developing an implicit measure of disgust propensity and disgust sensitivity: Examining the role of implicit disgust propensity and sensitivity in obsessive-compulsive tendencies","Journal of Behavior Therapy and Experimental Psychiatry","","0005-7916","10.1016/j.jbtep.2012.02.001","http://search.ebscohost.com/login.aspx?direct=true&db=psyh&AN=2012-10694-011&site=ehost-live","Background and objectives: There is increasing evidence that disgust responding occurs at both a primary and secondary level in the form of disgust propensity and disgust sensitivity. The unique contributions of anxiety and disgust need to be established if disgust is to be implicated in the etiology of anxiety disorders such as obsessive-compulsive disorder (OCD). The primary objective of the current study was to develop two separate implicit measures of disgust propensity and sensitivity and to explicate the role of implicit disgust propensity and sensitivity in avoidance behavior and OC tendencies. Methods: The current study (N = 33 undergraduate students) utilized a measure of implicit cognition, the Implicit Relational Assessment Procedure (IRAP), to independently analyze disgust propensity and disgust sensitivity. In addition, a series of behavioral approach tasks (BAT) and questionnaires measuring general disgust, obsessive-compulsive (OC) tendencies and general psychopathology were implemented to validate the implicit measures. Results: Disgust sensitivity predicted avoidance behavior on the BATs independent of disgust propensity and anxiety, while disgust propensity did not. Both disgust propensity and sensitivity predicted self-reported OC tendencies and individually predicted obsessing and washing concerns, respectively. Limitations: Our findings are based on a non-clinical student sample and further research is required for generalization to OCD. Conclusions: The implicit measures appeared to be measuring two separate constructs and had differential relationships with behavior and OC tendencies. Overall, the results support current theories relating to pathological disgust and OCD. (PsycINFO Database Record (c) 2017 APA, all rights reserved)","2012-09","2018-12-23 11:59:19","2018-12-23 11:59:19","","922-930","","3","43","","Journal of Behavior Therapy and Experimental Psychiatry","","","","","","","","","","","psyh","2012-10694-011","EBSCOhost","","","","/Users/Ian/Zotero Data/storage/TKMHH8UQ/Nicholson and Barnes-Holmes - 2012 - Developing an implicit measure of disgust propensi.pdf","","Adolescent; Adult; Anxiety; Avoidance; Disgust; disgust propensity; disgust sensitivity; Female; Humans; implicit measures; Male; Measurement; Obsessive Compulsive Disorder; Obsessive-Compulsive Disorder; obsessive-compulsive tendencies; Phobic Disorders; Photic Stimulation; Predictive Value of Tests; Psychiatric Status Rating Scales; Psychometrics; Psychomotor Performance; Test Construction; test development","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HVLW978H","journalArticle","2017","Leech, Aileen; Barnes-Holmes, Dermot; McEnteggart, Ciara","Spider fear and avoidance: A preliminary study of the impact of two verbal rehearsal tasks on a behavior–behavior relation and its implications for an experimental analysis of defusion","The Psychological Record","","0033-2933","10.1007/s40732-017-0230-7","http://search.ebscohost.com/login.aspx?direct=true&db=psyh&AN=2017-19013-001&site=ehost-live","The current study examined the impact of a brief verbal rehearsal task on performance on two Implicit Relational Assessment Procedures (IRAPs), actual approach behavior towards a live spider (a behavioral approach task; BAT), and the relationship between the IRAPs and the BAT. Participants first completed the Fear of Spiders Questionnaire (FSQ) followed by one of two verbal rehearsal tasks, one of which focused on fear acceptance and the other on fear reduction as ways of coping with fear. All participants then completed two IRAPs similar to those employed by Leech, Barnes-Holmes, and Madden (The Psychological Record, 66(3), doi: 10.1007/s40732-016-0176-1 , 2016). Finally, participants completed the BAT using a live common house spider. Broadly similar findings were obtained for performance on the IRAPs as were reported by Leech et al. No significant differences between the two verbal-rehearsal conditions emerged on the self-report measures, the IRAPs, or the BAT. However, correlations between performances on the IRAPs and the BAT were concentrated in the reduce-fear condition. When considered in the context of the results previously reported by Leech et al., the differential pattern of correlations observed in the current study suggest that the verbal rehearsal task impacted upon a behavior–behavior relation that may be directly relevant to the concept of defusion in the acceptance and commitment therapy literature. (PsycINFO Database Record (c) 2017 APA, all rights reserved)","2017-09","2018-12-23 11:59:19","2018-12-23 11:59:19","","387-398","","3","67","","The Psychological Record","","","","","","","","","","","psyh","2017-19013-001","EBSCOhost","","","","/Users/Ian/Zotero Data/storage/P5RFC7RT/Leech et al. - 2017 - Spider fear and avoidance A preliminary study of .pdf","","Arachnida; Avoidance; Behavior Analysis; Behavior–behavior relations; Defusion; Fear; Implicit Relational Assessment Procedure","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"94LGYZEJ","journalArticle","2011","Roddy, Sarah; Stewart, Ian; Barnes‐Holmes, Dermot","Facial reactions reveal that slim is good but fat is not bad: Implicit and explicit measures of body‐size bias","European Journal of Social Psychology","","0046-2772","10.1002/ejsp.839","http://search.ebscohost.com/login.aspx?direct=true&db=psyh&AN=2011-28464-002&site=ehost-live","Facial electromyography (EMG) was used to gauge emotional responding towards images of slim and overweight individuals, and findings were compared with data from a series of alternative measures including two implicit attitudinal procedures, the Implicit Relational Assessment Procedure (IRAP) and the Implicit Association Test (IAT), and explicit measures of anti-fat prejudice and discriminatory behavior. Images of slim individuals elicited EMG responses consistent with more positive affect. Data from both the IRAP and IAT indicated higher levels of bias than were revealed on the explicit measures, and the IRAP also corroborated the EMG pattern by indicating responses consistent with pro-slim rather than anti-fat bias. The IRAP was moderately correlated with both EMG and the IAT and was the only measure to predict behavioral intentions. (PsycINFO Database Record (c) 2016 APA, all rights reserved)","2011-10","2018-12-23 11:59:19","2018-12-23 11:59:19","","688-694","","6","41","","European Journal of Social Psychology","","","","","","","","","","","psyh","2011-28464-002","EBSCOhost","","","","/Users/Ian/Zotero Data/storage/322LCR6Q/Roddy et al. - 2011 - Facial reactions reveal that slim is good but fat .pdf","","body fat; Body Fat; body image; Body Image; body size; Body Size; Electromyography; explicit measures; facial electromyography; Facial Expressions; facial reactions; implicit measures; Measurement; Obesity; Overweight; overweight individuals","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R44BGEHT","journalArticle","2012","Carpenter, Kenneth M.; Martinez, Diana; Vadhan, Nehal P.; Barnes-Holmes, Dermot; Nunes, Edward V.","Measures of attentional bias and relational responding are associated with behavioral treatment outcome for cocaine dependence","The American Journal of Drug and Alcohol Abuse","","0095-2990","10.3109/00952990.2011.643986","http://search.ebscohost.com/login.aspx?direct=true&db=psyh&AN=2012-04991-005&site=ehost-live","Background: Psychosocial interventions for substance dependence have demonstrated efficacy. However, the mechanisms by which specific intervention strategies exert their effect have not been clearly identified. Objective: This study investigated the prospective relationships between two psychological processes, an attentional bias toward cocaine stimuli and beliefs about the consequences of cocaine use, and treatment outcome. Method: Twenty-five cocaine-dependent participants enrolled in a 6-month outpatient treatment program that included voucher incentives for abstinence. All participants were asked to complete two implicit assessment procedures, a Drug Stroop protocol and an Implicit Relational Assessment Procedure (IRAP), as well as explicit measures of cocaine craving and the consequences of cocaine use, prior to beginning treatment. Pearson’s correlation coefficients tested the prospective relationships between treatment outcome and the implicit and explicit assessments. Results: Stronger implicit beliefs about the positive effects of cocaine use prior to treatment were associated with poorer treatment outcome when an escalating voucher-incentive program was in place. Further, an attentional bias for cocaine-related stimuli was associated with better treatment outcome when an escalating voucher-incentive program was removed. No association between cocaine use beliefs and treatment outcome was found when beliefs were measured with self-report instruments. Conclusions and scientific significance: These findings highlight the potential utility of performance-based measures for delineating the psychological mechanisms associated with variation in response to treatment for drug dependence. (PsycINFO Database Record (c) 2016 APA, all rights reserved)","2012-03","2018-12-23 11:59:20","2018-12-23 11:59:20","","146-154","","2","38","","The American Journal of Drug and Alcohol Abuse","","","","","","","","","","","psyh","2012-04991-005","EBSCOhost","","","","/Users/Ian/Zotero Data/storage/H8U6JURC/Carpenter et al. - 2012 - Measures of Attentional Bias and Relational Respon.pdf","","Adult; Attention; Behavior Therapy; Cocaine; cocaine dependence; Cocaine-Related Disorders; Cognition; Drug Abuse; drug side effects; Female; Humans; Intervention; Male; Middle Aged; Neuropsychological Tests; Prospective Studies; Psychosocial Factors; psychosocial interventions; Side Effects (Drug); treatment outcome; Treatment Outcome; Treatment Outcomes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8RAYT2NV","journalArticle","2010","Roddy, Sarah; Stewart, Ian; Barnes-Holmes, Dermot","Anti-fat, pro-slim, or both?: Using two reaction-time based measures to assess implicit attitudes to the slim and overweight","Journal of Health Psychology","","1359-1053","10.1177/1359105309350232","http://search.ebscohost.com/login.aspx?direct=true&db=psyh&AN=2010-06633-010&site=ehost-live","Two measures of implicit attitudes, the Implicit Relational Assessment Procedure (IRAP) and the Implicit Association Test (IAT), were compared with each other and with a measure of explicit attitudes in the assessment of implicit pro-slim/anti-fat bias. Results from both implicit tests indicated higher levels of bias than revealed by the explicit measure. The IRAP data suggested that it was participants’ pro-slim rather than anti-fat bias, which was driving this effect. Explicit attitudes and feelings towards the overweight were significant predictors of behavioural intentions towards the overweight with the IRAP offering a greater contribution to predictive validity than the IAT. (PsycINFO Database Record (c) 2016 APA, all rights reserved)","2010-04","2018-12-23 11:59:20","2018-12-23 11:59:20","","416-425","","3","15","","Journal of Health Psychology","","","","","","","","","","","psyh","2010-06633-010","EBSCOhost","","","","/Users/Ian/Zotero Data/storage/REV37SWA/Roddy et al. - 2010 - Anti-fat, pro-slim, or both Using two reaction-t.pdf","","Adolescent; Adult; anti-fat; Attitude to Health; Attitudes; bias; Body Image; Female; Humans; implicit attitudes; Implicit Attitudes; Male; Measurement; overweight; Overweight; Photography; Physique; Prejudice; pro-slim; reaction time; Reaction Time; Surveys and Questionnaires; Time Factors; Young Adult","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"J4P7VF3R","journalArticle","2010","Hooper, Nic; Villatte, Matthieu; Neofotistou, Evi; McHugh, Louise","The effects of mindfulness versus thought suppression on implicit and explicit measures of experiential avoidance","International Journal of Behavioral Consultation and Therapy","","1555-7855","10.1037/h0100910","http://search.ebscohost.com/login.aspx?direct=true&db=psyh&AN=2011-08910-005&site=ehost-live","The current study aimed to provide an implicit measure of experiential avoidance (EA). Fifty undergraduate participants were exposed to an implicit (Implicit Relational Assessment Procedure: IRAP) and an explicit (Acceptance and Action Questionnaire II: AAQ II) measure of EA. Subsequently participant’s response latencies on viewing a negatively affective IAP image were recorded. Participants were randomly assigned to either a thought suppression, or mindfulness group. The induction for both groups involved a 10 minute audio file that operationalized either suppression or mindfulness as a useful coping strategy for unwanted thoughts about the negatively affective IAP image. In the last stage of the experiment participants were re-exposed to both the AAQ II and the IRAP in order to determine whether the respective inductions had impacted on participant’s level of EA (either explicitly or implicitly). The results indicated that the mindfulness group experienced a reduction of EA from pre to postinduction in comparison to those in the thought suppression group on the implicit measure (IRAP) but not the explicit measure (AAQ II). Results are discussed in terms of the utility of an implicit measure of experiential avoidance. (PsycINFO Database Record (c) 2016 APA, all rights reserved)","2010","2018-12-23 11:59:20","2018-12-23 11:59:20","","233-244","","3","6","","International Journal of Behavioral Consultation and Therapy","","","","","","","","","","","psyh","2011-08910-005","EBSCOhost","","","","/Users/Ian/Zotero Data/storage/6Y3ELQMD/Hooper et al. - 2010 - The effects of mindfulness versus thought suppress.pdf","","Avoidance; Cognitions; coping behavior; Coping Behavior; experiential avoidance; mindfulness; Mindfulness; thought suppression; Thought Suppression","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Y5CRDHB5","journalArticle","2009","O'Toole, Catriona; Barnes-Holmes, Dermot","Three chronometric indices of relational responding as predictors of performance on a Brief Intelligence Test: The importance of relational flexibility","The Psychological Record","","0033-2933","10.1007/BF03395652","http://search.ebscohost.com/login.aspx?direct=true&db=psyh&AN=2009-01039-007&site=ehost-live","Participants completed a before/after and a similar/different relational task, using the Implicit Relational Assessment Procedure (IRAP), and subsequently look the Kaufman Brief Intelligence Test (K-BIT). For each relational task, response latencies were measured first on consistent trials, where participants responded in accordance with preestablished verbal relations, and then on inconsistent trials, where they responded against these relations. A difference-score was calculated by subtracting consistent from inconsistent response latencies. The inconsistent trials and the difference-score provided measures of relational flexibility. Results showed that faster responding on the IRAP and smaller difference- scores predicted higher IQ, These findings suggest that relational flexibility is an important component of intelligence and might therefore be targeted in educational settings. (PsycINFO Database Record (c) 2016 APA, all rights reserved)","2009","2018-12-23 11:59:21","2023-01-10 18:42:35","","119-132","","1","59","","The Psychological Record","","","","","","","","","","","psyh","2009-01039-007","EBSCOhost","","","","/Users/Ian/Zotero Data/storage/K4PZPTMJ/O'Toole and Barnes-Holmes - 2009 - Three chronometric indices of relational respondin.pdf","","cognitive ability; Cognitive Ability; Cognitive Processes; equivalence relation; intelligence; Intelligence; relational flexibility","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EX9EDXDU","journalArticle","2014","Dimaro, Lian V.; Dawson, David L.; Roberts, Nicole A.; Brown, Ian; Moghaddam, Nima G.; Reuber, Markus","Anxiety and avoidance in psychogenic nonepileptic seizures: The role of implicit and explicit anxiety","Epilepsy & Behavior","","1525-5050","10.1016/j.yebeh.2014.02.016","http://search.ebscohost.com/login.aspx?direct=true&db=psyh&AN=2014-13652-017&site=ehost-live","This study examined implicit and explicit anxiety in individuals with epilepsy and psychogenic nonepileptic seizures (PNESs) and explored whether these constructs were related to experiential avoidance and seizure frequency. Based on recent psychological models of PNESs, it was hypothesized that nonepileptic seizures would be associated with implicit and explicit anxiety and experiential avoidance. Explicit anxiety was measured by the State-Trait Anxiety Inventory; implicit anxiety was measured by an Implicit Relational Assessment Procedure; and experiential avoidance was measured with the Multidimensional Experiential Avoidance Questionnaire. Although both groups with epilepsy and PNESs scored similarly on implicit measures of anxiety, significant implicit–explicit anxiety discrepancies were only identified in patients with PNESs (p < .001). In the group with PNESs (but not in the group with epilepsy), explicit anxiety correlated with experiential avoidance (r = .63, p < .01) and frequency of seizures (r = .67, p < .01); implicit anxiety correlated with frequency of seizures only (r = .56, p < .01). Our findings demonstrate the role of implicit anxiety in PNESs and provide additional support for the contribution of explicit anxiety and experiential avoidance to this disorder. (PsycINFO Database Record (c) 2017 APA, all rights reserved)","2014-04","2018-12-23 11:59:21","2018-12-23 11:59:21","","77-86","","","33","","Epilepsy & Behavior","","","","","","","","","","","psyh","2014-13652-017","EBSCOhost","","","","/Users/Ian/Zotero Data/storage/59ZQTGJY/Dimaro et al. - 2014 - Anxiety and avoidance in psychogenic nonepileptic .pdf","","Adult; anxiety; Anxiety; avoidance; Avoidance; epilepsy; Epilepsy; Epileptic Seizures; Female; Humans; Male; Middle Aged; nonepileptic seizures; Prospective Studies; Psychophysiologic Disorders; Seizures; Somatoform Disorders; Young Adult","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HBZRS6Z5","journalArticle","2009","Chan, Gail; Barnes-Holmes, Dermot; Barnes-Holmes, Yvonne; Stewart, Ian","Implicit attitudes to work and leisure among North American and Irish individuals: A preliminary study","International Journal of Psychology & Psychological Therapy","","1577-7057","","http://search.ebscohost.com/login.aspx?direct=true&db=psyh&AN=2009-19414-002&site=ehost-live","The current article reports the findings from two preliminary experiments investigating the Implicit Association Test (IAT) and the Implicit Relational Association Procedure (IRAP) as measures of implicit attitudes in the domain of work and leisure among North American and Irish individuals. The IAT and IRAP tasks involved responding under time pressure on a computerized task, with response latency as the dependent variable. The IAT required participants to categorize positively or negatively valenced words with stimuli associated with either Work or Holidays. The IRAP required that participants confirm or deny that Work and Holidays are similar or opposite to positively and negatively valenced words. Participants also completed an explicit measure consisting of a Likert-based questionnaire. In both Experiments, citizens of the United States of America produced performances on the IAT and IRAP that indicated more negative attitudes to work and more positive attitudes to holidays than both Canadian and Irish citizens. Responses on the explicit measures did not accord with this overall pattern of group differences. The results support the use of the IRAP as a measure of implicit attitudes and furthermore the findings appear to be generally consistent with a recent large-scale survey of attitudes to work across 23 countries. (PsycINFO Database Record (c) 2017 APA, all rights reserved)","2009","2018-12-23 11:59:22","2022-09-22 13:54:20","","317-334","","3","9","","International Journal of Psychology & Psychological Therapy","","","","","","","","","","","","2009-19414-002","EBSCOhost","","","","/Users/Ian/Zotero Data/storage/RDDDIKM9/Chan et al. - 2009 - Implicit attitudes to work and leisure among North.pdf","","implicit attitudes; Implicit Attitudes; Irish individuals:; leisure; Leisure Time; North American; Vocabulary; words; work; Work (Attitudes Toward)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GPHKN3IR","journalArticle","2018","Leech, Aileen; Bouyrden, Jaber; Bruijsten, Nathalie; Barnes-Holmes, Dermot; McEnteggart, Ciara","Training and testing for a transformation of fear and avoidance functions using the Implicit Relational Assessment Procedure: The first study","Behavioural Processes","","0376-6357","10.1016/j.beproc.2018.08.012","","Experiment 1 aimed to establish “fearful” and “pleasant” functions for arbitrary stimuli (geometric shapes) by relating those stimuli to pictures of spiders and pets using a training version of the Implicit Relational Assessment Procedure (TRAP). The transformation of these functions for the arbitrary stimuli was assessed by exposing participants to a `traditional' version of the TRAP, the Fear-IRAP employed by Leech et al. (2016, 2017). A broadly similar pattern of response biases was recorded for the Fear-IRAP as had been observed in the previously published studies. Experiment 1 thus supported the assumed but untested assumption that the relational context provided by the IRAP may both serve to establish and reveal fear-related response biases in arbitrary stimuli. A second experiment attempted to replicate the effects observed in Experiment 1 but using pictures of `unfamiliar' Australian marsupials as arbitrary stimuli. The pattern of results obtained in Experiment 2 failed to replicate the pattern observed in Experiment 1, or that reported in the previously published studies by Leech et al. Overall, the findings suggest a possibly important boundary condition for the IRAP as a training and/or testing context for establishing fear-related response biases for arbitrary stimuli.","2018-12","2018-12-23 12:00:02","2023-01-10 18:51:06","","24-35","","","157","","","","","","","","","","","","","","","","","","","/Users/Ian/Zotero Data/storage/JMVZ2JSA/Leech et al. - 2018 - Training and testing for a transformation of fear .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
